Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.183,-0.281,9.943,0.305,0.549,0.183
0.108,-0.277,9.941,0.305,0.610,0.183
-0.017,-0.299,9.935,0.183,0.610,0.244
-0.055,-0.302,9.944,0.244,0.610,0.244
-0.030,-0.296,9.945,0.427,0.549,0.183
0.048,-0.281,9.950,0.427,0.488,0.183
0.145,-0.277,9.951,0.305,0.549,0.244
0.136,-0.245,9.941,0.244,0.610,0.183
0.031,-0.257,9.939,0.061,0.671,0.183
-0.042,-0.302,9.940,0.061,0.671,0.183
-0.041,-0.314,9.951,0.183,0.610,0.183
-0.004,-0.272,9.942,0.305,0.610,0.122
0.089,-0.295,9.942,0.244,0.549,0.183
0.169,-0.305,9.935,0.183,0.549,0.122
0.086,-0.293,9.935,0.305,0.610,0.183
-0.016,-0.283,9.935,0.366,0.549,0.183
-0.022,-0.297,9.950,0.427,0.549,0.122
-0.014,-0.265,9.951,0.366,0.610,0.183
0.015,-0.241,9.943,0.183,0.549,0.244
0.074,-0.266,9.940,0.061,0.610,0.183
0.132,-0.310,9.940,0.000,0.610,0.244
0.078,-0.281,9.928,0.183,0.610,0.183
0.011,-0.304,9.938,0.183,0.610,0.244
-0.008,-0.292,9.940,0.244,0.610,0.183
0.010,-0.270,9.946,0.244,0.610,0.183
0.035,-0.279,9.939,0.244,0.549,0.183
0.075,-0.290,9.941,0.244,0.549,0.244
0.097,-0.281,9.932,0.305,0.549,0.183
0.068,-0.268,9.941,0.305,0.610,0.183
0.014,-0.300,9.938,0.244,0.549,0.183
-0.031,-0.295,9.943,0.183,0.610,0.183
-0.003,-0.276,9.917,0.244,0.549,0.183
0.076,-0.294,9.942,0.183,0.549,0.183
0.101,-0.298,9.938,0.244,0.549,0.244
0.071,-0.272,9.937,0.305,0.610,0.183
0.041,-0.262,9.941,0.305,0.549,0.183
0.013,-0.299,9.941,0.183,0.549,0.183
-0.002,-0.287,9.947,0.244,0.610,0.183
0.009,-0.260,9.941,0.244,0.549,0.183
0.052,-0.274,9.930,0.244,0.549,0.122
0.093,-0.308,9.938,0.244,0.549,0.183
0.078,-0.280,9.951,0.244,0.549,0.244
0.041,-0.295,9.937,0.244,0.610,0.244
-0.009,-0.291,9.943,0.244,0.610,0.183
-0.005,-0.281,9.940,0.244,0.610,0.183
0.028,-0.280,9.939,0.244,0.549,0.183
0.063,-0.283,9.928,0.183,0.549,0.183
0.090,-0.279,9.949,0.244,0.549,0.183
0.076,-0.266,9.931,0.244,0.549,0.183
0.038,-0.297,9.939,0.244,0.549,0.183
0.004,-0.293,9.946,0.244,0.549,0.183
0.002,-0.281,9.943,0.244,0.549,0.183
0.037,-0.280,9.936,0.305,0.549,0.183
0.108,-0.306,9.948,0.366,0.549,0.244
0.129,-0.272,9.949,0.366,0.549,0.183
0.044,-0.269,9.938,0.305,0.549,0.183
-0.046,-0.269,9.939,0.183,0.549,0.183
-0.078,-0.300,9.941,0.122,0.488,0.244
-0.019,-0.271,9.940,0.122,0.488,0.183
0.105,-0.295,9.926,0.122,0.549,0.244
0.209,-0.289,9.928,0.183,0.549,0.183
0.101,-0.278,9.927,0.305,0.610,0.244
-0.028,-0.275,9.947,0.244,0.610,0.183
-0.054,-0.293,9.946,0.183,0.610,0.183
-0.032,-0.286,9.943,0.244,0.549,0.183
0.027,-0.282,9.929,0.244,0.488,0.183
0.141,-0.275,9.939,0.244,0.549,0.183
0.177,-0.268,9.926,0.244,0.549,0.183
0.041,-0.275,9.941,0.183,0.610,0.183
-0.056,-0.293,9.946,0.183,0.610,0.183
-0.056,-0.297,9.947,0.244,0.610,0.183
0.003,-0.255,9.944,0.244,0.549,0.183
0.095,-0.281,9.944,0.183,0.549,0.244
0.156,-0.280,9.938,0.244,0.549,0.183
0.085,-0.283,9.943,0.244,0.549,0.183
0.004,-0.271,9.936,0.244,0.610,0.183
-0.001,-0.349,9.935,0.366,0.488,0.122
-0.011,-0.274,9.952,0.488,0.549,0.183
-0.005,-0.217,9.944,0.366,0.549,0.183
0.048,-0.262,9.951,0.122,0.549,0.183
0.099,-0.308,9.937,0.061,0.610,0.183
0.078,-0.300,9.935,0.122,0.610,0.183
0.026,-0.276,9.929,0.183,0.549,0.122
0.024,-0.294,9.949,0.244,0.549,0.183
0.028,-0.274,9.936,0.183,0.610,0.183
0.026,-0.303,9.932,0.183,0.610,0.183
0.051,-0.293,9.943,0.244,0.549,0.183
0.080,-0.299,9.941,0.244,0.610,0.244
0.075,-0.251,9.939,0.244,0.549,0.122
0.029,-0.306,9.934,0.244,0.549,0.183
0.001,-0.276,9.946,0.305,0.549,0.183
0.023,-0.284,9.944,0.244,0.610,0.183
0.045,-0.273,9.941,0.183,0.549,0.183
0.053,-0.302,9.937,0.183,0.488,0.183
0.043,-0.284,9.931,0.244,0.549,0.183
0.058,-0.303,9.940,0.305,0.610,0.183
0.061,-0.289,9.949,0.427,0.610,0.183
0.019,-0.264,9.946,0.305,0.610,0.183
-0.010,-0.254,9.938,0.122,0.549,0.183
0.035,-0.318,9.940,0.061,0.610,0.183
0.075,-0.302,9.929,0.183,0.549,0.183
0.064,-0.242,9.933,0.244,0.549,0.122
0.033,-0.276,9.936,0.122,0.610,0.183
0.041,-0.308,9.950,0.183,0.549,0.183
0.041,-0.306,9.941,0.244,0.610,0.183
0.014,-0.255,9.930,0.305,0.610,0.183
0.028,-0.293,9.947,0.244,0.610,0.183
0.060,-0.285,9.946,0.244,0.549,0.183
0.084,-0.289,9.947,0.244,0.549,0.244
0.054,-0.268,9.943,0.244,0.549,0.183
0.032,-0.293,9.931,0.244,0.610,0.183
0.031,-0.286,9.906,0.244,0.549,0.122
0.089,-0.306,9.965,0.427,0.549,0.305
0.032,-0.294,9.946,0.366,0.549,0.244
-0.010,-0.257,9.939,0.305,0.610,0.183
0.011,-0.286,9.943,0.122,0.610,0.183
0.037,-0.284,9.946,0.061,0.549,0.122
0.053,-0.282,9.943,0.122,0.549,0.183
0.092,-0.271,9.938,0.183,0.549,0.183
0.110,-0.276,9.941,0.122,0.549,0.183
0.048,-0.314,9.956,0.183,0.549,0.244
-0.010,-0.270,9.937,0.244,0.549,0.183
-0.014,-0.299,9.944,0.244,0.549,0.183
0.023,-0.295,9.939,0.244,0.549,0.122
0.068,-0.291,9.950,0.305,0.549,0.183
0.072,-0.248,9.937,0.305,0.610,0.183
0.075,-0.294,9.937,0.244,0.549,0.183
0.060,-0.288,9.934,0.183,0.549,0.183
0.014,-0.278,9.937,0.244,0.549,0.183
-0.023,-0.282,9.944,0.244,0.549,0.183
0.018,-0.287,9.950,0.183,0.549,0.183
0.072,-0.289,9.949,0.183,0.549,0.183
0.088,-0.272,9.938,0.244,0.610,0.183
0.047,-0.280,9.922,0.305,0.610,0.183
0.031,-0.271,9.932,0.244,0.610,0.183
0.029,-0.288,9.937,0.244,0.610,0.122
0.019,-0.279,9.930,0.244,0.549,0.183
0.018,-0.281,9.933,0.244,0.549,0.183
0.054,-0.283,9.943,0.183,0.549,0.183
0.086,-0.296,9.953,0.244,0.488,0.183
0.060,-0.288,9.940,0.244,0.610,0.183
0.013,-0.277,9.944,0.305,0.610,0.183
0.005,-0.278,9.944,0.244,0.610,0.183
0.039,-0.295,9.943,0.183,0.549,0.183
0.066,-0.282,9.923,0.244,0.610,0.244
0.057,-0.277,9.933,0.244,0.549,0.183
0.050,-0.278,9.941,0.183,0.549,0.183
0.063,-0.296,9.940,0.183,0.549,0.183
0.037,-0.291,9.937,0.244,0.610,0.183
0.013,-0.282,9.954,0.183,0.610,0.183
0.025,-0.289,9.941,0.244,0.610,0.183
0.061,-0.280,9.939,0.244,0.610,0.183
0.054,-0.284,9.942,0.244,0.610,0.244
0.039,-0.284,9.944,0.244,0.549,0.183
0.032,-0.280,9.945,0.244,0.549,0.183
0.041,-0.275,9.943,0.244,0.549,0.183
0.034,-0.296,9.941,0.244,0.549,0.183
0.037,-0.297,9.942,0.244,0.610,0.183
0.041,-0.281,9.940,0.244,0.549,0.183
0.054,-0.275,9.937,0.244,0.549,0.183
0.045,-0.275,9.941,0.244,0.549,0.183
0.030,-0.289,9.946,0.244,0.549,0.183
0.031,-0.281,9.944,0.244,0.549,0.122
0.039,-0.274,9.941,0.183,0.549,0.122
0.028,-0.287,9.943,0.183,0.549,0.183
0.032,-0.290,9.943,0.183,0.549,0.183
0.056,-0.302,9.940,0.244,0.549,0.183
0.074,-0.291,9.934,0.305,0.610,0.183
0.053,-0.286,9.942,0.244,0.610,0.183
0.027,-0.289,9.946,0.305,0.549,0.183
0.030,-0.286,9.946,0.305,0.549,0.122
0.048,-0.271,9.941,0.305,0.549,0.122
0.037,-0.265,9.948,0.244,0.549,0.122
0.043,-0.269,9.950,0.122,0.549,0.183
0.051,-0.286,9.936,0.183,0.610,0.183
0.057,-0.305,9.941,0.244,0.610,0.183
0.044,-0.296,9.944,0.244,0.549,0.183
0.031,-0.298,9.939,0.305,0.549,0.183
0.031,-0.275,9.943,0.305,0.610,0.183
0.048,-0.259,9.935,0.244,0.610,0.183
0.037,-0.272,9.935,0.183,0.549,0.183
0.037,-0.305,9.934,0.183,0.549,0.183
0.042,-0.289,9.947,0.183,0.549,0.183
0.050,-0.290,9.944,0.183,0.549,0.183
0.044,-0.298,9.934,0.305,0.610,0.183
0.030,-0.289,9.952,0.305,0.549,0.183
0.038,-0.265,9.950,0.244,0.549,0.183
0.053,-0.267,9.943,0.183,0.610,0.122
0.039,-0.298,9.932,0.183,0.549,0.244
0.031,-0.302,9.937,0.244,0.549,0.183
0.043,-0.280,9.954,0.305,0.610,0.183
0.050,-0.266,9.940,0.244,0.549,0.183
0.031,-0.289,9.941,0.244,0.610,0.183
0.033,-0.287,9.941,0.183,0.549,0.183
0.045,-0.284,9.937,0.244,0.549,0.183
0.053,-0.281,9.947,0.244,0.549,0.183
0.035,-0.289,9.945,0.244,0.610,0.122
0.033,-0.265,9.932,0.244,0.610,0.244
0.043,-0.278,9.929,0.244,0.610,0.244
0.053,-0.281,9.937,0.244,0.549,0.183
0.033,-0.283,9.950,0.244,0.549,0.183
0.017,-0.283,9.954,0.244,0.549,0.122
0.045,-0.286,9.951,0.244,0.610,0.183
0.056,-0.282,9.947,0.244,0.549,0.183
0.040,-0.276,9.946,0.244,0.549,0.183
0.034,-0.290,9.955,0.244,0.549,0.183
0.042,-0.278,9.931,0.244,0.549,0.244
0.054,-0.284,9.925,0.244,0.549,0.183
0.037,-0.290,9.944,0.244,0.549,0.183
0.029,-0.275,9.940,0.183,0.549,0.183
0.045,-0.274,9.936,0.244,0.610,0.183
0.045,-0.294,9.941,0.183,0.610,0.183
0.039,-0.299,9.942,0.244,0.549,0.183
0.029,-0.278,9.947,0.305,0.549,0.183
0.038,-0.272,9.954,0.244,0.610,0.244
0.052,-0.296,9.939,0.244,0.549,0.244
0.045,-0.294,9.936,0.244,0.610,0.183
0.040,-0.266,9.938,0.244,0.549,0.122
0.044,-0.272,9.936,0.183,0.610,0.183
0.044,-0.285,9.928,0.183,0.610,0.183
0.032,-0.294,9.937,0.244,0.549,0.183
0.040,-0.283,9.939,0.244,0.549,0.183
0.050,-0.281,9.941,0.244,0.549,0.122
0.041,-0.282,9.939,0.244,0.610,0.183
0.035,-0.278,9.946,0.244,0.610,0.183
0.044,-0.280,9.951,0.244,0.549,0.183
0.039,-0.279,9.932,0.244,0.549,0.183
0.041,-0.278,9.928,0.183,0.549,0.122
0.041,-0.284,9.935,0.183,0.549,0.183
0.044,-0.294,9.945,0.244,0.549,0.183
0.047,-0.286,9.949,0.244,0.549,0.183
0.051,-0.279,9.935,0.244,0.549,0.183
0.040,-0.286,9.941,0.183,0.549,0.183
0.042,-0.277,9.940,0.244,0.610,0.183
0.048,-0.283,9.941,0.183,0.610,0.183
0.054,-0.299,9.941,0.244,0.549,0.183
0.063,-0.290,9.931,0.305,0.610,0.183
0.043,-0.232,9.935,0.305,0.610,0.183
0.031,-0.263,9.942,0.183,0.549,0.183
0.027,-0.324,9.940,0.122,0.549,0.183
0.034,-0.332,9.937,0.244,0.488,0.183
0.063,-0.245,9.931,0.366,0.549,0.122
0.089,-0.258,9.920,0.244,0.610,0.122
0.044,-0.287,9.936,0.244,0.610,0.183
0.019,-0.263,9.947,0.305,0.610,0.183
0.011,-0.275,9.940,0.183,0.610,0.183
0.005,-0.291,9.937,0.122,0.549,0.183
0.016,-0.323,9.940,0.122,0.549,0.183
0.088,-0.299,9.946,0.244,0.549,0.122
0.115,-0.261,9.945,0.366,0.610,0.183
0.036,-0.206,9.935,0.305,0.610,0.183
-0.020,-0.304,9.953,0.061,0.549,0.183
-0.030,-0.363,9.950,0.122,0.549,0.183
0.037,-0.293,9.935,0.305,0.549,0.183
0.122,-0.220,9.929,0.366,0.549,0.122
0.128,-0.261,9.931,0.305,0.610,0.183
0.032,-0.274,9.958,0.244,0.610,0.244
-0.035,-0.335,9.944,0.122,0.549,0.183
-0.073,-0.303,9.931,0.183,0.549,0.183
-0.004,-0.291,9.939,0.244,0.549,0.183
0.142,-0.274,9.935,0.305,0.549,0.122
0.189,-0.265,9.922,0.305,0.549,0.183
0.040,-0.272,9.938,0.244,0.610,0.122
-0.040,-0.304,9.938,0.122,0.610,0.183
-0.053,-0.306,9.940,0.183,0.549,0.244
-0.015,-0.275,9.935,0.244,0.488,0.183
0.093,-0.291,9.941,0.244,0.549,0.183
0.191,-0.288,9.935,0.366,0.610,0.183
0.079,-0.254,9.946,0.305,0.610,0.183
-0.050,-0.277,9.931,0.122,0.610,0.183
-0.052,-0.327,9.940,0.061,0.549,0.183
0.002,-0.325,9.942,0.244,0.549,0.122
0.095,-0.278,9.935,0.366,0.549,0.122
0.141,-0.221,9.934,0.366,0.610,0.183
0.066,-0.265,9.937,0.183,0.549,0.183
0.011,-0.356,9.948,0.061,0.610,0.183
-0.019,-0.349,9.935,0.244,0.549,0.183
0.007,-0.236,9.931,0.427,0.610,0.183
0.040,-0.208,9.933,0.305,0.610,0.183
0.077,-0.277,9.941,0.061,0.549,0.183
0.104,-0.369,9.941,0.061,0.549,0.244
0.049,-0.285,9.932,0.305,0.610,0.183
0.029,-0.249,9.930,0.366,0.610,0.122
-0.011,-0.212,9.932,0.244,0.610,0.183
-0.006,-0.309,9.941,0.061,0.549,0.244
0.028,-0.363,9.943,0.061,0.549,0.183
0.118,-0.314,9.947,0.427,0.549,0.183
0.123,-0.161,9.930,0.488,0.610,0.183
-0.005,-0.225,9.937,0.122,0.610,0.244
-0.030,-0.394,9.938,-0.061,0.549,0.244
-0.002,-0.343,9.942,0.244,0.610,0.122
0.060,-0.212,9.931,0.488,0.610,0.183
0.104,-0.213,9.925,0.244,0.549,0.183
0.068,-0.309,9.929,0.061,0.610,0.183
0.033,-0.346,9.957,0.183,0.549,0.183
0.008,-0.265,9.934,0.305,0.610,0.183
0.006,-0.258,9.939,0.305,0.549,0.183
0.028,-0.283,9.928,0.183,0.488,0.122
0.095,-0.297,9.944,0.244,0.610,0.183
0.087,-0.241,9.929,0.244,0.549,0.183
0.021,-0.315,9.940,0.122,0.549,0.183
0.001,-0.305,9.946,0.183,0.488,0.122
0.042,-0.282,9.943,0.305,0.549,0.183
0.077,-0.264,9.940,0.244,0.610,0.183
0.051,-0.265,9.943,0.305,0.610,0.183
0.028,-0.266,9.948,0.183,0.549,0.183
0.031,-0.315,9.944,0.122,0.549,0.183
0.044,-0.317,9.943,0.244,0.549,0.183
0.069,-0.277,9.935,0.366,0.549,0.183
0.063,-0.224,9.944,0.366,0.610,0.183
0.034,-0.241,9.937,0.244,0.610,0.183
0.018,-0.344,9.944,0.061,0.549,0.244
0.007,-0.312,9.929,0.183,0.549,0.122
0.040,-0.309,9.935,0.305,0.549,0.183
0.095,-0.258,9.928,0.366,0.610,0.122
0.103,-0.210,9.929,0.366,0.610,0.183
0.039,-0.263,9.948,0.122,0.610,0.305
-0.004,-0.396,9.946,0.000,0.549,0.122
-0.017,-0.320,9.943,0.244,0.549,0.122
0.011,-0.218,9.928,0.305,0.549,0.122
0.111,-0.308,9.932,0.183,0.549,0.122
0.155,-0.271,9.934,0.366,0.610,0.183
0.058,-0.205,9.946,0.366,0.610,0.305
-0.013,-0.329,9.948,0.061,0.549,0.183
-0.068,-0.354,9.945,0.061,0.549,0.122
-0.047,-0.262,9.924,0.244,0.549,0.122
0.081,-0.266,9.934,0.244,0.488,0.122
0.211,-0.297,9.925,0.305,0.549,0.183
0.105,-0.188,9.937,0.427,0.549,0.244
-0.026,-0.283,9.940,0.183,0.610,0.244
-0.060,-0.330,9.934,0.000,0.610,0.183
-0.048,-0.337,9.946,0.183,0.610,0.183
0.049,-0.278,9.934,0.366,0.549,0.061
0.209,-0.270,9.940,0.488,0.549,0.122
0.112,-0.163,9.926,0.366,0.671,0.183
-0.023,-0.297,9.945,-0.061,0.610,0.244
-0.060,-0.379,9.941,0.000,0.549,0.183
-0.045,-0.354,9.945,0.244,0.549,0.183
0.048,-0.203,9.931,0.488,0.610,0.122
0.166,-0.241,9.922,0.366,0.610,0.183
0.129,-0.238,9.944,0.244,0.610,0.244
0.000,-0.337,9.941,0.061,0.610,0.244
-0.074,-0.319,9.938,0.122,0.549,0.122
-0.048,-0.312,9.938,0.305,0.549,0.122
0.061,-0.274,9.932,0.427,0.610,0.122
0.161,-0.209,9.940,0.488,0.610,0.183
0.122,-0.250,9.941,0.183,0.610,0.244
0.014,-0.337,9.945,0.000,0.549,0.183
-0.068,-0.344,9.940,0.183,0.610,0.183
-0.032,-0.268,9.929,0.366,0.610,0.122
0.060,-0.254,9.923,0.427,0.549,0.183
0.141,-0.221,9.944,0.427,0.610,0.183
0.123,-0.290,9.946,0.122,0.549,0.244
0.013,-0.327,9.946,0.000,0.549,0.183
-0.065,-0.341,9.935,0.183,0.549,0.183
0.007,-0.278,9.934,0.427,0.549,0.122
0.054,-0.202,9.940,0.488,0.610,0.244
0.066,-0.218,9.941,0.122,0.549,0.244
0.094,-0.393,9.942,-0.122,0.488,0.183
0.099,-0.358,9.938,0.305,0.549,0.183
0.056,-0.175,9.935,0.549,0.671,0.183
-0.083,-0.193,9.937,0.183,0.549,0.183
-0.071,-0.348,9.944,-0.122,0.488,0.183
0.022,-0.382,9.951,0.122,0.488,0.183
0.129,-0.218,9.938,0.305,0.549,0.183
0.195,-0.258,9.925,0.183,0.549,0.183
0.066,-0.274,9.929,0.183,0.610,0.183
0.001,-0.305,9.937,0.122,0.610,0.244
-0.024,-0.299,9.949,0.183,0.610,0.183
-0.045,-0.329,9.943,0.305,0.610,0.244
0.003,-0.223,9.940,0.305,0.610,0.122
0.156,-0.281,9.937,0.183,0.549,0.183
0.171,-0.323,9.938,0.183,0.549,0.183
0.020,-0.286,9.936,0.305,0.610,0.183
-0.054,-0.257,9.948,0.244,0.610,0.183
-0.035,-0.303,9.962,0.122,0.610,0.183
0.035,-0.305,9.946,0.244,0.549,0.244
0.074,-0.245,9.933,0.244,0.549,0.183
0.137,-0.299,9.929,0.183,0.549,0.183
0.097,-0.288,9.941,0.244,0.610,0.183
0.010,-0.251,9.938,0.305,0.610,0.244
-0.051,-0.269,9.944,0.183,0.610,0.122
-0.019,-0.338,9.947,0.183,0.549,0.183
0.048,-0.278,9.934,0.305,0.549,0.122
0.125,-0.256,9.940,0.305,0.549,0.183
0.115,-0.269,9.945,0.183,0.488,0.183
0.037,-0.326,9.931,0.183,0.549,0.183
-0.001,-0.272,9.936,0.305,0.549,0.122
-0.019,-0.256,9.936,0.244,0.549,0.183
-0.006,-0.291,9.941,0.183,0.549,0.183
0.066,-0.290,9.941,0.183,0.549,0.183
0.148,-0.277,9.940,0.183,0.549,0.183
0.093,-0.275,9.943,0.244,0.549,0.183
-0.003,-0.308,9.940,0.183,0.610,0.183
-0.027,-0.286,9.944,0.244,0.549,0.183
-0.001,-0.294,9.947,0.244,0.610,0.122
0.028,-0.282,9.937,0.244,0.549,0.122
0.071,-0.274,9.944,0.183,0.549,0.183
0.147,-0.302,9.935,0.244,0.610,0.122
0.074,-0.274,9.942,0.305,0.610,0.183
-0.049,-0.223,9.937,0.244,0.610,0.244
-0.089,-0.313,9.935,0.000,0.549,0.183
0.016,-0.387,9.948,0.000,0.549,0.122
0.177,-0.244,9.935,0.183,0.549,0.122
0.174,-0.252,9.922,0.305,0.549,0.183
0.026,-0.299,9.943,0.305,0.549,0.183
-0.035,-0.312,9.943,0.366,0.671,0.244
-0.066,-0.226,9.944,0.305,0.549,0.183
-0.040,-0.314,9.941,0.061,0.549,0.244
0.087,-0.316,9.940,0.122,0.488,0.122
0.252,-0.281,9.917,0.244,0.549,0.122
0.144,-0.257,9.940,0.366,0.610,0.244
-0.076,-0.300,9.957,0.366,0.610,0.244
-0.154,-0.277,9.946,0.244,0.610,0.122
-0.077,-0.302,9.928,0.122,0.549,0.244
0.139,-0.302,9.944,0.183,0.488,0.183
0.329,-0.293,9.931,0.305,0.549,0.183
0.089,-0.245,9.944,0.305,0.610,0.183
-0.108,-0.289,9.945,0.183,0.610,0.122
-0.109,-0.319,9.945,0.183,0.549,0.183
-0.057,-0.269,9.946,0.244,0.488,0.183
0.080,-0.277,9.935,0.183,0.488,0.183
0.279,-0.323,9.931,0.244,0.549,0.183
0.174,-0.256,9.933,0.366,0.610,0.183
-0.051,-0.271,9.941,0.244,0.610,0.244
-0.124,-0.317,9.940,0.183,0.610,0.122
-0.076,-0.328,9.944,0.305,0.549,0.183
0.040,-0.229,9.926,0.305,0.488,0.183
0.228,-0.286,9.928,0.183,0.488,0.183
0.229,-0.300,9.936,0.244,0.610,0.183
0.016,-0.281,9.941,0.305,0.610,0.183
-0.087,-0.266,9.945,0.244,0.610,0.244
-0.091,-0.314,9.950,0.183,0.549,0.183
-0.020,-0.289,9.935,0.244,0.549,0.183
0.130,-0.278,9.942,0.244,0.549,0.183
0.233,-0.281,9.925,0.244,0.549,0.183
0.090,-0.273,9.928,0.305,0.549,0.183
-0.057,-0.290,9.935,0.244,0.610,0.183
-0.075,-0.297,9.937,0.244,0.549,0.183
-0.040,-0.289,9.941,0.244,0.549,0.183
0.038,-0.261,9.935,0.244,0.610,0.244
0.190,-0.299,9.934,0.244,0.549,0.183
0.160,-0.295,9.930,0.244,0.549,0.183
0.001,-0.266,9.935,0.305,0.610,0.183
-0.058,-0.265,9.940,0.244,0.610,0.183
-0.067,-0.312,9.938,0.244,0.549,0.183
-0.001,-0.280,9.931,0.244,0.549,0.122
0.133,-0.279,9.929,0.183,0.549,0.183
0.178,-0.278,9.934,0.244,0.610,0.183
0.054,-0.296,9.946,0.244,0.610,0.244
-0.037,-0.291,9.941,0.244,0.671,0.183
-0.042,-0.296,9.943,0.183,0.610,0.183
-0.020,-0.284,9.942,0.244,0.549,0.122
0.044,-0.288,9.948,0.244,0.549,0.122
0.153,-0.282,9.935,0.244,0.549,0.183
0.138,-0.281,9.942,0.244,0.549,0.183
0.010,-0.276,9.949,0.305,0.610,0.244
-0.047,-0.299,9.940,0.244,0.549,0.183
-0.030,-0.293,9.941,0.183,0.549,0.183
0.028,-0.289,9.934,0.183,0.549,0.183
0.104,-0.286,9.937,0.244,0.549,0.183
0.149,-0.285,9.932,0.244,0.549,0.183
0.073,-0.275,9.938,0.244,0.610,0.183
-0.014,-0.280,9.934,0.244,0.610,0.183
-0.040,-0.290,9.931,0.244,0.610,0.183
-0.014,-0.289,9.949,0.244,0.488,0.244
0.047,-0.275,9.941,0.244,0.549,0.183
0.128,-0.293,9.935,0.244,0.549,0.183
0.121,-0.291,9.937,0.244,0.610,0.183
0.034,-0.287,9.940,0.244,0.610,0.183
-0.026,-0.287,9.934,0.244,0.610,0.183
-0.019,-0.284,9.937,0.244,0.610,0.183
0.014,-0.277,9.943,0.244,0.549,0.183
0.072,-0.284,9.941,0.244,0.549,0.183
0.120,-0.289,9.941,0.244,0.549,0.122
0.081,-0.272,9.929,0.244,0.549,0.183
0.008,-0.299,9.933,0.244,0.610,0.244
-0.017,-0.297,9.937,0.244,0.549,0.183
-0.009,-0.293,9.937,0.244,0.549,0.183
0.035,-0.276,9.940,0.244,0.610,0.183
0.088,-0.297,9.943,0.183,0.549,0.122
0.104,-0.287,9.934,0.244,0.549,0.183
0.068,-0.284,9.934,0.244,0.610,0.183
0.016,-0.281,9.937,0.244,0.610,0.183
-0.011,-0.305,9.937,0.244,0.610,0.244
-0.004,-0.284,9.941,0.244,0.610,0.183
0.050,-0.291,9.941,0.244,0.610,0.183
0.102,-0.280,9.945,0.244,0.549,0.183
0.091,-0.282,9.943,0.244,0.549,0.183
0.039,-0.275,9.936,0.244,0.610,0.183
0.011,-0.291,9.935,0.244,0.549,0.183
-0.015,-0.288,9.941,0.244,0.610,0.183
0.010,-0.277,9.937,0.183,0.549,0.183
0.067,-0.284,9.941,0.244,0.549,0.183
0.105,-0.289,9.949,0.244,0.549,0.183
